-AFG|15
7345|Tawes
7346|Tawhid
7347|Tawos
7349|Tea
7350|Teddy
7351|Tendai
7353|Tennessee
7355|Teodora
7356|Tess
7357|Tessah
7358|Tessie
7359|Tetyana
7360|Thaarany
7363|Thais
7364|Thanh
7365|Thanina
7366|Thao
7367|Thao Nhi
7368|Thayas
7374|Thea
7375|Thelma
7376|Theo
7377|Theoline
7379|Therese
7380|Thi Bich Ngoc
7381|Thi Thu Huon
7382|Thi Thu Men
7383|Thi Thuy Trang
7384|Thi Vui
7385|Thiviya
7386|Thya
7387|Thylane
7388|Tifanny
7389|Tifany
7391|Tifenn
7393|Tiffany
7394|Tillina
7397|Tina
7398|Tinuviel
7401|Tiphaine
7403|Tiphanie
7404|Torrente
7406|Toscane
7407|Touatia
7408|Toulalyne
7409|Tracy
7410|Tya
7412|Tyffanie
7413|Tyhia
7417|Typhaine
7419|Typhanie
7420|Uma
7421|Valentin
7422|Valentina
7437|Valentine
7438|Valentyna
7440|Valeria
7482|Valerie
7483|Vanemany
7490|Vanessa
7491|Vanille
7493|Vanina
7494|Vanita
7495|Vardouhi
7496|Velislava
7497|Venusha
7500|Vera
7501|Veronica
7526|Veronique
7527|Vicky
7537|Victoire
7562|Victoria
7563|Victorie
7565|Victorine
7566|Vinciane
7567|Vincianne
7570|Violaine
7571|Violeta
7575|Violette
7576|Viorica
7577|Virginia
7610|Virginie
7611|Viriany
7613|Vittoria
7614|Viviana
7619|Viviane
7625|Vivien
7626|Wafae
7627|Wallis
7628|Wally
7629|Wassima
7630|Welissane
7631|Wendie
7632|Wendy
7633|Whitney
7634|Wing-Yan
7635|Winnie
7636|Wisdane
7637|Wisseme
7638|Xena
7639|Yaelle
7640|Yagmur
7641|Yamina
7643|Yana
7644|Yanmin
7645|Yannice
7646|Yasmin
7651|Yasmina
7664|Yasmine
7665|Yassmine
7666|Yatta
7667|Yelina
7668|Yichen
7669|Yizhou
7670|Yolaine
7671|Yolande
7672|Yolene
7673|Yosra
7674|Youmna
7675|Youna
7676|Ysa-Yan
7677|Ysabel
7678|Ysee
7679|Yseoline
7680|Yseult
7681|Yuanqi
7682|Yulan-Eugenie
7683|Yulia
7685|Yuna
7686|Yvanna
7687|Yveline
7695|Yvette
7700|Yvonne
7701|Zaia
7702|Zaynab
7703|Zeina
7704|Zeineb
7705|Zeli
7706|Zelia
7708|Zelie
7710|Zeyneb
7711|Zita
7736|Zoe
7738|Zohra
7739|Zoi
7740|Zoia
7741|Zoya
-GAB|12
1|Anna Gabriella
2|Celestine
3|Christiana
4|Christol Georgia
5|Danielle
6|Hanielle
7|Lya
8|Patobibi Eloise
9|Perle Jolyne
10|Sylvie
11|Thais
12|Whitney Stania
-GBR|2042
1|Aaliyah
2|Aara
3|Aaranya
5|Aashi
6|Abbey
7|Abbi
10|Abbie
11|Abby
14|Abi
20|Abigail
21|Abigail J.
22|Abigail Riis
23|Abirami
24|Ada
25|Adele J.
26|Aditi
27|Advika
28|Agamya
29|Agatha
30|Agnieszka
34|Aimee
37|Aisha
40|Aishwarya
41|Aislinn
42|Aiyana
43|Aksara
44|Akshaya
46|Alaa
47|Alani
49|Alannah
50|Alba
51|Aleksandra
52|Alena
54|Alex
61|Alexandra
62|Alexandra Jane
64|Ali
74|Alice
78|Alicia
79|Alienor
80|Alina
83|Alisa
88|Alisha
100|Alison
101|Alison Gail
102|Alison J.
103|Alizee
104|Allanah
105|Allyson Paula
106|Alyssa
107|Alzbeta
108|Ama
109|Amal
110|Amalia
120|Amanda
121|Amaya
122|Amber
123|Amber M.
124|Amberina
127|Amelia
128|Amena
129|Amie
130|Amisha
131|Amita M.
132|Amrissa Kaur
133|Amukhulan
145|Amy
146|Amy B.
147|Amy C.
148|Amy F.
150|Anastasia
151|Anastasija
154|Anaya
155|Andrea
158|Angela
159|Angela Nora G.
160|Angelica
161|Angelica Maria
162|Angie
163|Anika
165|Anisha
168|Anita
169|Anjali
172|Ann
173|Ann E.
176|Ann Elizabeth
177|Ann R.
178|Ann-Marie
199|Anna
200|Anna G.
201|Anna-Lena
207|Annabel
209|Annalise
214|Anne
215|Anneka
216|Anneli
217|Annette
222|Annie
223|Annie Shi Yi
224|Annika
225|Anoushri
226|Anthea
229|Antonia
230|Anum
231|Anushree
232|Anuurai
233|Anvesha
234|Anwen
235|Anya
236|Anya S.
237|Aoife
238|Appoorvaa
240|Apurva
241|Arabella
242|Araneiya
243|Ardhra
244|Aria
245|Ariana
246|Ariella
247|Arti
248|Artijeta
249|Aruna
251|Arushi
252|Arya A.
253|Asel
254|Asha
255|Ashika
256|Ashleigh
257|Ashleigh M.
258|Ashwina
259|Astghik
260|Astrid
261|Athavi
263|Audrey
264|Audrey Doreen Swayne
265|Audrey Kathleen
266|Ava
267|Ava-Jo
268|Avril Chloe
271|Ayesha
272|Ayse
273|Aysha
274|Balvinder
275|Barbara
276|Barbara Hannah Anita
279|Beatrice
280|Beatrice Geraldine
281|Beatrix Eileen
282|Becky
284|Belinda
285|Bella
286|Bernadette
287|Beryl
288|Beth
290|Bethan
292|Beverley
293|Bhavika
294|Bracken
295|Bridget
296|Brigit
297|Briony
298|Bronte
301|Bryony
302|Buffy
306|Caitlin
307|Caitlin Paige
308|Camila
309|Camilla
311|Camille
312|Candida
313|Captiva
314|Carey
316|Carla
317|Carly
319|Carmel
320|Caro
321|Carole
322|Carole Louis
323|Carolina
329|Caroline
330|Caroline J.
331|Carolyn M.
332|Cassandra
333|Cassidy
334|Cassie M.
335|Cath
342|Catherine
343|Catherine J.
347|Cathy
349|Catriona
350|Catryn At
351|Ceara
352|Ceire
353|Celeste
354|Chantal
355|Chantal N.
356|Chantelle L.
357|Charlie-Ann
377|Charlotte
378|Charlotte E.
379|Charlotte J.
380|Charvi
381|Chelsea
382|Chelsea May
387|Chloe
388|Chris
389|Christiane
390|Christie Ann
391|Christina
396|Christine
397|Christine A.
398|Christine F.
410|Claire
411|Claire E.
412|Claire H.
413|Clara
416|Clare
417|Clare E.
418|Claudia
419|Clemence
420|Colette
422|Constance Mabel
423|Coral
425|Corinne
426|Cosima
427|Cristelle
429|Cristina
430|Crystal
431|Csilla
432|Dagne
433|Daisy
434|Dakota
435|Daneika
436|Dani
437|Dania
442|Danielle
443|Daphne
444|Darina
445|David
447|Dawn
451|Debbie
456|Deborah
457|Deborah J.
458|Deeta
459|Deidre
463|Denise
464|Deveena
465|Di
468|Diana
469|Dilan
470|Dinah M.
471|Dipli
472|Diya
473|Dominique
474|Dominique Chante
475|Dona
476|Donna
478|Doreen
479|Doreen J.
481|Doris
485|Dorothy
486|Dorothy Ada
488|Dorothy Beatrice J.
489|Dorothy Cunliffe
490|Dorothy Gladys
491|Dorothy Katherine
492|Dorothy M.
493|E. Betty
494|Edda
496|Eden
497|Edita
498|Edith Carrie
500|Edith Dorothy
502|Edith Margaret
503|Edna Tildesley
504|Eesha
506|Eileen May
507|Eito
508|Ekaterina
509|Elaine
517|Eleanor
520|Elena
521|Eleonore
522|Elis Denele
523|Elisa
527|Elise
529|Elisha
530|Eliz
548|Elizabeth
549|Elizabeth Anne E.
551|Elizabeth Valerie
552|Elizaveta
555|Ella
560|Ellen
562|Ellen Elizabeth
564|Ellie
565|Ellie Rose
566|Elliesa
567|Ellinore
568|Eloise
569|Eluned
570|Ema
573|Emilia
574|Emilie
596|Emily
605|Emma
606|Emma J.
608|Emmanuelle
609|Erin
610|Esmee
611|Esther
612|Ethel
614|Eugenia
619|Eva
620|Eve
621|Evelyn Lucy
622|Evie
623|Farah
625|Fatima
626|Faye
629|Felicity
630|Fenella
631|Feroza
632|Finnuala
640|Fiona
641|Fiona J.
647|Florence
648|Florence E. A.
649|Fran
654|Frances
666|Francesca
667|Francine
668|Francis Helen
669|Freya
670|Freya J.
672|Gabriella
674|Gabrielle
675|Gail
676|Gaynor D.
681|Gemma
685|Georgia
686|Georgia K.
688|Georgie
696|Georgina
698|Gillian
699|Gillian A.
700|Gillian Anne
701|Gillian Mary
702|Gladis Muriel
703|Gladys
705|Glynis
706|Glynis Mary
716|Grace
717|Grace Lola
718|Graziella
719|Guin
720|Gulnara
721|Gwendoline
722|Gwendoline Alice
723|Hambel M.
738|Hannah
739|Hannah L.
743|Harriet
744|Harriet V.
745|Harshita
746|Hati
747|Hawa
748|Hayley
749|Hazel
758|Heather
760|Heather Joy
761|Heather L.
762|Heather Seymour
764|Heidi
765|Heidi D.
779|Helen
780|Helen C.
781|Helen Gradwell
782|Helen I.
783|Helen Jane
784|Helen M.
785|Helen Orr
788|Helena
789|Henrietta
790|Hephzi
791|Hilary
792|Hilary C.
794|Hilda
795|Hiya
796|Hollie
802|Holly
803|Hope
804|Iben
806|Iga
807|Ilana
808|Ilge
814|Imogen
815|Imogen A.
816|Imogen A. L.
817|Imogen L.
818|Inaya
820|India
821|Ines
823|Ingrid
824|Iona
825|Ipshita
826|Irene
827|Irene Vera
829|Irina
830|Iris
834|Isabel
837|Isabella
839|Isabella Mary
843|Isabelle
844|Isabelle F.
845|Ishani
846|Ishbel
847|Ishika
848|Isla
849|Isobel
850|Isobel H.
851|Isobel M. R.
852|Iva
853|J. E.
855|Jackie
856|Jackie Amanda
857|Jacqueline
859|Jacqui
860|Jacquie
861|Jada-Nicole
866|Jade
867|Jaime
868|Jana M.
875|Jane
876|Jane F.
877|Jane Theresa
878|Janet
879|Janet Mary
880|Janice
881|Janine
882|Jasmin
884|Jasmine
885|Jasmine Amber
886|Jazzamay
887|Jd
888|Jean
889|Jean Catherine
890|Jean Eileen
891|Jean L.
892|Jean P. M.
895|Jeanette
896|Jelena
898|Jemima
900|Jenna
901|Jenni
904|Jennie
916|Jennifer
917|Jennifer A.
923|Jenny
937|Jessica
938|Jessie T.
939|Jheni
940|Jia Mei
941|Jia Ping
944|Jill
946|Jo
947|Jo H.
948|Joan
949|Joana
957|Joanna
965|Joanne
966|Joanne Sarah
967|Jocelyn
971|Jodie
972|Jodie Anna
973|Jodie Annie
974|Joelle
975|Joelly
976|Johanna
977|Jolnar Mia
978|Josephine
979|Joshini
980|Josie
981|Joslyn
982|Jovanka
984|Joy
985|Joy P.
987|Joyce
988|Joyce H.
991|Judith
992|Judith Brenda
994|Judy
995|Juee
999|Julia
1008|Julie
1010|Julie A.
1011|Julie L.
1015|June
1017|June Florence
1018|Kandara
1019|Kanwal K.
1027|Karen
1029|Karina
1030|Karisma
1031|Kata
1032|Katarina
1033|Katarzyna
1043|Kate
1044|Kate M.
1045|Kate R.
1046|Katharina
1048|Katharine
1058|Katherine
1059|Katherine M.
1060|Katheryn
1066|Kathleen
1071|Kathryn
1072|Kathryn A.
1073|Kathryn Louise
1074|Katia
1087|Katie
1088|Katie A.
1089|Katie L. W.
1090|Katrina
1093|Katy
1094|Kavitha
1095|Kay
1096|Kaye
1102|Kelly
1103|Kendal
1104|Keri-Anne
1105|Kerry
1106|Ketevan
1107|Khamsha
1109|Khushi
1110|Kiera-Louise
1111|Kiki
1112|Kim
1114|Kimberly
1116|Kira
1117|Kirsten
1121|Kirsty
1122|Kiruthika
1123|Krisha
1124|Kristin M.
1128|Kristina
1129|Kyria
1130|Lacey Jo
1132|Lana
1136|Lara
1137|Lara A. L.
1138|Larissa
1139|Lateefah
1161|Laura
1162|Laura J.
1172|Lauren
1173|Laurie
1174|Lauryn
1176|Lavanya
1177|Lavinia
1178|Lea
1179|Lee
1180|Leia
1182|Leila
1184|Lena
1185|Leonie
1186|Leonora
1187|Leora
1188|Lesley
1191|Leyla
1192|Lianne
1193|Liberty
1194|Lilian
1195|Lillian
1196|Lillian Barbara
1197|Lilly
1202|Lily
1205|Linda
1208|Lindsay
1209|Lindsey
1211|Linsey
1219|Lisa
1220|Lisa Jayne
1221|Liz
1222|Liza
1223|Lizzie
1224|Lizzy
1225|Lolade
1226|Lona
1229|Lorna
1230|Lorraina
1231|Lorrayne
1233|Lottie
1234|Louisa
1243|Louise
1244|Louise E.
1246|Louise J.
1247|Lucia
1248|Lucie
1249|Lucille
1266|Lucy
1267|Lucy J.
1268|Lucy K.
1269|Lucy M.
1270|Luisa
1271|Luzi
1273|Lydia
1274|Lydia M.
1275|Lynda
1276|Lyndsay
1277|Lynne G. P.
1278|Lynne J.
1280|Lynsey
1282|Maaduri
1283|Maanvi
1284|Mabel Branwell
1285|Maddie
1287|Madeleine
1289|Madeleine E.
1290|Maellie
1291|Magdalena
1292|Magdalina
1293|Mahima
1294|Mahima G.
1295|Mahuaa
1296|Maia
1297|Mair
1298|Maja
1299|Majen
1300|Manasi
1302|Mandy
1303|Mandy S.
1304|Manel
1306|Manisha
1307|Mansa
1312|Margaret
1313|Margaret B.
1314|Margaret E.
1318|Margaret Joyce
1319|Margaret L.
1320|Margarita
1321|Margot
1327|Maria
1328|Maria E.
1329|Maria L.
1330|Maria S.
1331|Mariam
1332|Marian
1333|Marianne
1334|Marie
1335|Marie Danielle
1337|Mariella
1338|Marike
1339|Marilyn
1340|Marion
1341|Marion Janice
1342|Marissa
1343|Marjorie
1344|Marjorie A.
1345|Martina
1353|Mary
1354|Mary Ann
1355|Mary Bernadette
1358|Mary Denise
1359|Mary Diana
1360|Mary Elizabeth
1361|Mary Helen
1362|Maryann
1363|Masrura
1364|Mathusha
1365|Maureen
1366|Maureen Angela Jane
1367|Mawuena
1369|Maya
1370|Meera
1381|Megan
1382|Megan E.
1383|Megan R.
1385|Melanie
1386|Melanie H.
1387|Melinda
1391|Melissa
1392|Mercedes L.
1393|Meri
1394|Meytal
1395|Mhairi
1396|Mhari
1399|Mia
1400|Michaela
1402|Michele
1403|Michele J.
1410|Michelle
1411|Mihika
1412|Mila
1414|Millie
1415|Milly
1416|Mira
1417|Mirabelle
1418|Miranda
1420|Miriam
1421|Misha
1424|Mollie
1425|Molly
1427|Monica
1428|Monica S.
1430|Monika
1431|Monique
1433|Morayo
1434|Morgan
1436|Morven
1437|Mukampikai
1438|Muriel B.
1439|Mya
1440|Myla
1441|Naa-Oyo
1442|Naadiya
1446|Nadia
1447|Nancy
1448|Nandinee
1449|Nandini
1450|Nandini Naresh
1456|Naomi
1457|Naomi K.
1458|Narangua
1459|Natalia
1464|Natalie
1466|Natalie Alwyne
1473|Natasha
1474|Natasha K.
1476|Nathalie
1477|Nathasha O.
1478|Naur
1479|Navieinaah
1480|Nayana
1482|Nell
1483|Nellie
1484|Nethuli Dunindee
1485|Nette
1486|Neya
1487|Niam
1488|Niamh
1498|Nicola
1499|Nicola D.
1500|Nicola Kim
1505|Nicole
1506|Nidhi
1507|Nikita
1508|Nikki
1509|Nilomi
1510|Nina
1511|Nishani
1512|Norhidayah
1513|Nudhara
1514|Oishani
1530|Olivia
1531|Ophelia
1532|Orla
1533|Pagona
1534|Paige
1538|Patricia
1540|Patricia A.
1541|Patricia Rosemary
1542|Paula
1545|Pauline
1546|Pauline J.
1547|Pearl
1548|Penelope
1549|Penelope Dora Harvey
1551|Penny
1552|Penny A.
1553|Peter
1554|Petra
1558|Philippa
1559|Phillipa
1560|Philomena
1561|Phoebe
1562|Phoebe A.
1563|Phylis
1566|Phyllis
1567|Phyllis Lindrea
1571|Pippa
1572|Piya
1573|Polina
1574|Polly L.
1576|Pooja
1578|Poppy
1579|Poppy J.
1580|Prachi
1581|Pranali
1582|Preethi
1583|Priscilla
1584|Priththy
1588|Priyanka
1589|Purba
1592|Rachael
1601|Rachel
1602|Rachel Lorna
1604|Radha
1605|Rahavi
1606|Rahda
1607|Raina
1608|Ralitza
1609|Rami
1610|Ramneek
1611|Ranya
1631|Rebecca
1632|Rehana
1633|Reina
1634|Reiya
1635|Reya
1636|Rhea
1637|Rhian
1638|Rhiana
1639|Rhianna
1640|Rhiannon
1641|Rina
1642|Risako
1643|Rishita
1645|Rita
1646|Ritika
1648|Riya
1649|Riya Aude
1650|Robin
1651|Robin M.
1652|Robina J.
1653|Robyn
1654|Rohini
1655|Roisin
1657|Romina
1658|Romy
1660|Rona
1661|Ros
1662|Rosa
1663|Rosalind A.
1664|Rosanna
1665|Rosanna S.
1666|Rose
1667|Rosemary
1668|Rosemary A.
1669|Roxanne
1670|Roxolana
1672|Ruby
1675|Ruth
1676|Ruth A.
1677|Ruth Joan
1678|Saanya
1679|Saarah
1685|Sabrina
1686|Sabrina L.
1687|Sachintha N.
1688|Sadie
1689|Safiya
1690|Sai Chinmayee N.
1697|Sally
1699|Sally Janet Jane
1705|Samantha
1706|Samsara
1707|Sana
1708|Sandi
1709|Sandie
1710|Sandra
1711|Sandra G.
1712|Sandra Marie
1713|Sanya
1718|Sara
1748|Sarah
1749|Sarah Beth
1750|Sarah E.
1751|Sarah Gillow Marshal
1752|Sarah N.
1754|Sasha
1756|Saskia
1757|Savanna
1759|Savannah
1760|Savion
1762|Scarlet
1763|Seher
1764|Selina
1765|Serena
1766|Shahana
1767|Shannon
1768|Sharni
1771|Sharon
1772|Sharon Susan
1773|Sharron Elizabeth
1774|Shayanna
1775|Shazia
1781|Sheila
1782|Sheila Hilary
1783|Sheila J.
1784|Shelby
1785|Shelly
1786|Shira
1791|Shirley
1792|Shirli Ann
1793|Shivani
1795|Shivi
1796|Sholpan
1797|Shradha
1798|Shree
1799|Shreeya
1800|Shreya
1801|Shrina
1802|Shriya
1803|Shuitao
1804|Shuting
1805|Shweta
1807|Sian
1808|Siegrun
1809|Siena
1810|Simmone
1811|Simona
1813|Siobhan
1814|Sioned
1815|Siti
1816|Siubhan
1817|Sivakami
1818|Siya
1819|Skye
1822|Sofia
1823|Sofie
1827|Sonia
1833|Sophia
1847|Sophie
1848|Sophie E.
1849|Sorcha
1850|Soriah L.
1851|Soumeya
1852|Soumiya
1853|Sree Laasya
1854|Srinidhi
1855|Stefania
1856|Steph
1862|Stephanie
1863|Stephanie A.
1864|Stephanie M. W.
1865|Stuthi
1870|Sue
1871|Sue A.
1872|Summer
1877|Susan
1880|Susan A.
1881|Susan Barbara
1883|Susan C.
1884|Susan E.
1885|Susan F.
1886|Susan K.
1887|Susan L.
1888|Susana
1889|Susanna
1890|Susannah
1891|Susheel
1892|Susie
1893|Suteja
1898|Suzanne
1899|Suzie
1900|Suzie G.
1901|Suzuka
1902|Suzy
1903|Sybil Fenton Quenni
1906|Sylvia
1907|Syringa Lyn
1908|Tabitha
1909|Tamara
1910|Tammy Kelly
1911|Tamsin
1912|Tanita
1913|Tanith
1914|Tansy
1915|Tanvi
1916|Tanya
1917|Tanysha
1919|Tara
1920|Tarini
1921|Taro
1922|Tasha
1923|Tashika
1925|Tatiana
1926|Taylor
1927|Teodora
1933|Teresa
1934|Tess
1935|Thaddea
1936|Thalia
1937|Tharuni
1938|Thelaxini
1939|Thelma Elizabeth
1940|Theresa C.
1941|Thilaga
1942|Thilagini
1943|Thivyaa
1944|Tiffany
1945|Tila
1946|Tiyash
1947|Tomi
1948|Toni
1949|Torrin R.
1951|Tracey
1952|Traci
1953|Tracy
1954|Tuyaara
1955|Tzarina
1956|Urbi
1957|Valda
1958|Vaneska
1959|Vanessa
1960|Velimira
1961|Venetia
1962|Vera
1963|Verena Jane
1964|Verity
1965|Veronica
1966|Veronika
1967|Vicky
1968|Vicky B.
1981|Victoria
1982|Victoria Jane
1983|Violet
1984|Violet B.
1985|Violet R.
1991|Virginia
1992|Vishnuja
1993|Wanda
1998|Wendy
1999|Wendy Katrina
2000|Willow
2001|Winifred Geraldine
2002|Winifred Margaret
2003|Winnie
2004|Xin-Yi
2005|Xingliang Anna
2006|Yamina
2007|Yana
2008|Yangshan
2009|Yangxi
2010|Yao Yao
2011|Yashasvini
2014|Yasmin
2015|Yasmina
2016|Yelena
2017|Yu-In
2018|Yvanna
2021|Yvonne
2022|Z. Gabriella
2023|Zaara
2025|Zahra
2029|Zara
2030|Zara A.
2031|Zivile
2038|Zoe
2039|Zoe B.
2040|Zoha
2041|Zosia
2042|Zuzanna
-GCI|2
1|Arita
2|Gerda
-GEO|762
1|Ada
2|Agnesa
3|Aigun
4|Aleksandra
46|Ana
47|Ana-Maria
48|Ana-Victoria
52|Anano
64|Anastasia
66|Aneta
67|Angelica
84|Ani
89|Anna
90|Anuki
91|Asmati
92|Aygun
93|Babilina
94|Baia
100|Barbare
101|Bela
102|Dali
103|Daniella
108|Dea
114|Diana
118|Eka
124|Ekaterine
152|Elene
157|Elisabed
158|Giuli
159|Giunar
160|Giunel
161|Gunay
171|Gvantsa
172|Helya
175|Ia
176|Iana
181|Inga
182|Iolanta
184|Irina
188|Irma
189|Julietta
190|Kasia
191|Keso
192|Keta
210|Ketevan
217|Keti
218|Ketino
221|Khatia
222|Koba
223|Kristina
228|Kristine
231|Lali
235|Lana
236|Latavra
238|Leila
243|Lela
244|Lena
245|Lia
247|Liana
256|Lika
262|Lile
264|Lili
265|Linda
284|Lizi
285|Lolita
286|Madina
288|Madona
291|Magda
300|Maia
302|Maka
307|Manana
308|Maqvala
311|Margalita
313|Mari
316|Maria
423|Mariam
432|Mariami
435|Marika
437|Marina
439|Marine
443|Marta
444|Masoumeh
445|Maya
446|Mea
449|Medea
452|Megi
453|Melano
460|Meri
461|Milena
463|Miranda
464|Mzia
465|Nadezhda
475|Nana
476|Nani
477|Narmin
482|Nata
485|Natali
486|Natalia
499|Natia
505|Nato
507|Nazi
509|Neli
510|Nestan
515|Nia
516|Nina
517|Nineli
523|Nini
524|Niniko
583|Nino
584|Nino G.
587|Nona
588|Nutsa
589|Oksana
590|Olgha
591|Patman
592|Rano
593|Rima
596|Rusudan
597|Sabina
621|Salome
622|Samaya
623|Sandra
624|Sara
625|Seda
626|Shorena
627|Sidonia
631|Sofia
632|Sofiko
633|Sofio
634|Sopia
639|Sopiko
647|Sopio
652|Sopo
653|Svetlana
691|Tamar
692|Tamara
698|Tamari
699|Tamila
704|Tamta
707|Tamuna
708|Tanja
710|Tata
713|Tatia
714|Tatiana
720|Tea
726|Tekla
728|Tekle
734|Teona
735|Tiko
745|Tinatin
746|Tsiala
750|Tsira
751|Turkan
752|Vera
753|Veriko
755|Veronika
759|Victoria
760|Vika
761|Violeta
762|Zhana
-GER|13657
1|Aaliyah
2|Aaron
3|Aaron Noel
4|Abby
5|Abietha
6|Acelya
7|Ada
8|Ada Johanna
10|Adel
12|Adela
15|Adelheid
16|Adelia
21|Adelina
22|Adelina Anna
23|Adelina Sophie
24|Adelinde
25|Adia
26|Adina
27|Aditi
28|Adrian
31|Adriana
32|Adriana-Olivia
33|Adrienne
34|Aenne
35|Afet-Ekin
36|Afra
37|Agatha
38|Agazit-Aida
45|Agnes
46|Agnieszka
47|Ahlia
48|Ahrenya
49|Ahsen
50|Ahu
51|Aida
52|Aidana
53|Aikaterina
55|Aileen
56|Aileen Renee
57|Aimara
58|Aimee
59|Ainhoa
60|Aischa
61|Aisha
62|Akshala
63|Ala
64|Alamea
65|Alba
66|Albetina
67|Albina
68|Alea
71|Aleksandra
81|Alena
84|Alessa
85|Alessa Sophie
86|Alessandra
88|Alessia
89|Alesya
90|Alev
98|Alexa
101|Alexander
166|Alexandra
167|Alexandria
168|Alexia
173|Aleyna
175|Alia
176|Alia Mae
180|Alica
190|Alice
201|Alicia
204|Alida
205|Alika
207|Aliki
273|Alina
274|Alina Johanna
275|Alina Kristin
276|Alina Marie
277|Alina-Celine
278|Alina-Mia
279|Aline
280|Aline Renee
281|Alis
291|Alisa
292|Alisa Wilhelmina
295|Alisha
296|Alisia
299|Alissa
300|Alissa Philine
301|Alissa Xuan-Mai
302|Alissia
304|Alix
306|Aliya
307|Aliyah
308|Aliz
309|Aljona
310|Alke
311|Alla
312|Allegra
313|Allegra Sara
314|Allexandra
320|Alma
322|Almut
323|Almut Johanna
324|Alondra
326|Alrun
328|Alva
329|Alva Judith
330|Alyona
331|Alysha
332|Alyson
333|Alyssa Destiny
334|Alzbeta
337|Amalia
338|Amalie
343|Amanda
345|Amaris
346|Amel
349|Amelia
389|Amelie
390|Amelie Carolin
391|Amelie Elsa
392|Amelie-Alexandra
393|Amely
394|America
402|Amina
404|Aminah
405|Aminat
410|Amira
417|Amy
418|Amy Charlize
419|Amy Jo
420|Amy Lee
421|Amy Lynn
422|Amy-Lee
423|Amylie
433|Ana
434|Ana Lena
435|Ana Lucia
436|Ana-Lucia
437|Ana-Maria
439|Anabel
441|Anabell
442|Anabelle
443|Anahit
445|Anahita
446|Anais
447|Anasatasia
448|Anastacia
481|Anastasia
482|Anastasia-Fabienne
483|Anastasia-Pia
485|Anastasiia
486|Anastasija
487|Anastasija Alexandra
488|Anastasiya
489|Anastazja
490|Anasztazia
491|Anca
492|Andiyo
494|Andra
495|Andrada
580|Andrea
581|Andreas
582|Andreea Maria
583|Andreea-Alexandra
585|Andriana
586|Andrina
587|Anet
588|Anete
594|Anett
595|Anetta
598|Anette
599|Angel-Zoe
622|Angela
623|Angela Eveline
624|Angelice
652|Angelika
655|Angeliki
678|Angelina
679|Angelina Josephine
680|Angelina Marie
685|Angelique
688|Angie
689|Angie Sophie
690|Anh
691|Anh Thu
696|Ani
699|Anica
701|Anik
721|Anika
722|Aniko
724|Anina
725|Anintika
745|Anita
805|Anja
806|Anja Kathrin
807|Anja-Melanie
808|Anje
810|Anka
850|Anke
851|Anke Miriam
852|Ann
853|Ann Cathrin
854|Ann Charlotte
855|Ann Christin
858|Ann Kathrin
859|Ann Sophie
860|Ann-Charlott
861|Ann-Chiara
864|Ann-Christin
876|Ann-Kathrin
878|Ann-Katrin
881|Ann-Kristin
882|Ann-Marie
888|Ann-Sophie
1051|Anna
1052|Anna Benita
1053|Anna Berenice
1054|Anna Christina
1055|Anna Dora
1057|Anna Elisabeth
1058|Anna Helene
1059|Anna Julia
1063|Anna Katharina
1073|Anna Lena
1075|Anna Lisa
1076|Anna Luise
1080|Anna Maria
1081|Anna Marie
1082|Anna Marija
1083|Anna Ria Karam
1084|Anna Sophia
1088|Anna Sophie
1089|Anna Zoe
1090|Anna-Alicia
1091|Anna-Aliyah
1092|Anna-Aurelia
1093|Anna-Blume
1094|Anna-Daria
1095|Anna-Franziska
1098|Anna-Katharina
1100|Anna-Lea
1114|Anna-Lena
1115|Anna-Lina
1117|Anna-Lisa
1118|Anna-Louise
1119|Anna-Luise
1126|Anna-Maria
1129|Anna-Marie
1130|Anna-Martha
1134|Anna-Sophie
1135|Anna-Tatjana
1137|Anna-Theresa
1138|Anna-Theresia
1139|Anna-Victoria
1143|Annabel
1149|Annabell
1150|Annabella
1162|Annabelle
1177|Annalena
1178|Annalisa
1179|Annamaria
1180|Annarita
1181|Annbritt
1229|Anne
1230|Anne Kathrin
1231|Anne Maria
1232|Anne Marie
1233|Anne Priska
1234|Anne Ricarda
1235|Anne Sophia
1237|Anne-Kathrin
1240|Anne-Katrin
1241|Anne-Maria
1242|Anne-Marie
1243|Annedore
1258|Annegret
1259|Annekathrin
1261|Annekatrin
1263|Anneke
1264|Annelen
1265|Anneli
1269|Annelie
1272|Anneliese
1281|Annemarie
1282|Annerieke
1284|Annerose
1285|Anneta
1293|Annett
1316|Annette
1321|Anni
1323|Annica
1410|Annika
1411|Annika Jasmin
1412|Annika Luise
1413|Annike
1414|Annina
1417|Annkathrin
1418|Annmarie
1421|Anny
1422|Anoja
1429|Anouk
1430|Anouk Annaliese
1431|Anouk Sofie
1432|Anouschka
1436|Anthea
1437|Antja
1464|Antje
1465|Antje-Christine
1466|Antoinette
1467|Antonela
1526|Antonia
1527|Antonia Adaora
1528|Antonia Stella
1529|Antonia Valentina E.
1532|Antonie
1533|Antonietta
1534|Anura
1535|Anush
1536|April
1537|Archisha
1538|Ardit
1539|Aresa
1541|Ariadne
1543|Ariana
1554|Ariane
1555|Arianna
1557|Ariella
1561|Arina
1562|Arina Sergeevna
1563|Arinna
1564|Ariona
1565|Arjeta
1566|Arlene
1567|Arlinda
1568|Arne
1570|Aruna
1571|Aruna Sophia
